视频ID,评论ID,用户昵称,用户ID,评论内容,发布时间,点赞数,回复数量,用户头像
7545208597295287565,7578544862724358942,kenzie 🌸,6604157948423274502,c,2025-11-30 23:45:05,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/6725fd074178476099d4175233308de0~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=9bcffdf6&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=pa%2B8YEP0B8A1nkiAaft7VX69fHk%3D
7545208597295287565,7563314665963504398,Cheerockafellaa,6777921568842597382,Help me do this edit 😭,2025-10-20 22:44:11,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7bf91e7ff91adbc3d92fdad70dea1576~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=f90652ec&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=EHzuWeHzITIFo1d5fq99YSmlfgc%3D
7545208597295287565,7563071572153697055,Penny | lifestyle| militarymom,7537440871739556877,The quality and density of the hair looks amazing,2025-10-20 07:01:01,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/90904b9487a57367c1d74d92e4d1619f~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=59887c4a&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=A8utFfYVIYx2O38ZD2l4HtMT3H4%3D
7545208597295287565,7579546476188943118,shxwdaaaa,7372019742019716139,I just got my wig and I’m highly impressed ❤,2025-12-03 16:32:45,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1dd752165ce3ce0e605cb9118d173028~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=ddf350bf&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=i11FEKvo%2FZ4SXp54m1sH0GdyHwE%3D
7545208597295287565,7565927432852013855,lovelyniyahh | CONTENT CREATOR,6808240516724589574,flawlesssss,2025-10-27 23:43:10,0,0,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/8c0092e4a7cc3558488c2ec701aef58e~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=e31064a0&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=MviMt%2BKMBN0B61euu%2BQiBTYbmv4%3D
7545208597295287565,7576583528604861214,Lonreaw hair,7530178985781150750,This hairstyle is so beautiful😍,2025-11-25 16:55:54,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/b989a4176223821598574ec9faaf8485~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=321ccf0f&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=moVljStvEYwxKaH4WDxBnKYV%2Fp8%3D
7545208597295287565,7562699172920869663,Dejashah 😉💙,6852788961598260230,How long was shipping?,2025-10-19 06:55:54,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7345040745876684846~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=1ebbbc08&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=Y%2FhEKAIRpWnjOLj36S8kd3ACvs4%3D
7545208597295287565,7576830049821180685,secret account,7576173558536864782,I never saw a lulu dress😍,2025-11-26 08:51:04,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/bedfa0a0dccb8d725a02ac579ea4cc79~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=10a1f96a&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=AT9Lrm08C917qkXsS7xaMHVEgJo%3D
7545208597295287565,7579131452294464286,Jocelyn Rey🎀,6692562671852782598,So teaaaa,2025-12-02 13:41:42,0,0,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/da8a4ceb5598517541c44b4730e3a6ac~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=fd65dfeb&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=SEhrvk55LHVNnTBg8mPHQ6pCS48%3D
7545208597295287565,7579993810669077261,Venna,7423246082103395374,Love a great middle part!!,2025-12-04 21:27:49,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a08720c5c2aee28ff0df6818e48dad9b~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=9ea8fb1d&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=vU5FPPYldaOqnludK8yhOn7CU2w%3D
7545208597295287565,7577308524444140319,fruitytooters,6790013800222704646,where are your contacts from,2025-11-27 15:47:49,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/90d06425da9d9ce5eaf107646e8961de~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=646ef440&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=Kkb788APJq7TancF2LWLlT8X%2F8k%3D
7545208597295287565,7562581796015457055,Jayda.ly,6783278350288454661,would you say it’s like a jet black color ? or just a natrual dark brown ?,2025-10-18 23:20:08,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/768478f8cdad9e68037d0fd2d4fc9a9f~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=c1d924ab&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=%2Fw9lZ20xEEp3e5icANO048A44A4%3D
7545208597295287565,7562114648058151711,Que Que,7166743280553690155,Who’s the stylist and where she’s at? 😍😍,2025-10-17 17:08:28,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/173b2de6b6632c5e1f084f46dd82aebc~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=34b733ae&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=sDn32QjrUUUpVqha7GVytZclrM0%3D
7545208597295287565,7564790538365354783,britbrat,6579205991904477189,I need to know how to do this edit💖,2025-10-24 22:11:14,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/08d8c22ea7b19df8781fd1d2aaf93ee0~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=d38f5622&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=qAFDyXWxpd3B4StjFG10gb06hF0%3D
7545208597295287565,7546974779182498573,awwgirlits.lala,6547297798512607237,u so pretty 😍,2025-09-06 21:57:10,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cd43e29670532fe26f249cb795787300~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=6aa37db8&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=VkqvqDwyUYhErlJgiilLBzwsQs4%3D
7545208597295287565,7579993810669077261,Venna,7423246082103395374,Love a great middle part!!,2025-12-04 21:27:49,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a08720c5c2aee28ff0df6818e48dad9b~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=9ea8fb1d&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=vU5FPPYldaOqnludK8yhOn7CU2w%3D
7545208597295287565,7564790538365354783,britbrat,6579205991904477189,I need to know how to do this edit💖,2025-10-24 22:11:14,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/08d8c22ea7b19df8781fd1d2aaf93ee0~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=d38f5622&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=qAFDyXWxpd3B4StjFG10gb06hF0%3D
7545208597295287565,7564130886326059831,GodsGift 7118,7125181547960304682,Stylist?❤,2025-10-23 03:31:21,0,0,https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cef86ef94694959d56e084af13957139~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=11f5d9e2&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=%2BC1YwSg0rnzCo8s%2FhzJ%2FBrsGnJw%3D
7545208597295287565,7563071572153697055,Penny | lifestyle| militarymom,7537440871739556877,The quality and density of the hair looks amazing,2025-10-20 07:01:01,0,0,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/90904b9487a57367c1d74d92e4d1619f~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=0a5e4310&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=ZU5JcWTyCl35JhqVpkFNNvcltUU%3D
7545208597295287565,7566677534474371895,AMBER | MUA 💄,6837572343968924677,Ouuu,2025-10-30 00:13:45,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b6e5fcfe85a96c6924a351a51bea6db0~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=1c9c85be&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=bUYSGo54k2FtwMnS2hUtYZ8GqLI%3D
7545208597295287565,7565264336122528567,Ree 🍒,6532066881887535105,Everything eatsss downnn 🤏🏾🤏🏾🤏🏾🤏🏾,2025-10-26 04:49:53,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/26453677a6ad3d8fbe4bf4ac4fd3d06f~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=2367a99a&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=nMa9InbVNlPKxZgcFUYzE8Ht62s%3D
7545208597295287565,7577308524444140319,fruitytooters,6790013800222704646,where are your contacts from,2025-11-27 15:47:49,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/90d06425da9d9ce5eaf107646e8961de~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=646ef440&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=Kkb788APJq7TancF2LWLlT8X%2F8k%3D
7545208597295287565,7579131452294464286,Jocelyn Rey🎀,6692562671852782598,So teaaaa,2025-12-02 13:41:42,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/da8a4ceb5598517541c44b4730e3a6ac~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=b71c56b8&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=0Odb1kYNoyz6uJVgSGEuORwlQcw%3D
7545208597295287565,7580153079216440095,Sin🧜🏽‍♀️,6669076354891776005,Yeah this video sold it lol,2025-12-05 07:45:52,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/e5d94a2b96d427ed95a658d4520e734e~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=beab0198&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=3wsDnZsDuISFULAXyu7PEJYd2Ro%3D
7545208597295287565,7566714734205272846,Kyyyy 🤍 | wigs + lifestyle.,6804560410161071109, [photo],2025-10-30 02:38:24,0,0,https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/2cf48cc4cf41b09c36b84544c9c4676d~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=eaf3da4d&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=WlgQTDqPOzmlr7pUITeyWQMvWrU%3D
7545208597295287565,7566667718918783758,Akisha Monique,6799465611796022277,So gorgeous,2025-10-29 23:36:00,0,0,https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ef60f57d6e1d01ae69961fbbb504fc6a~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=858b7d1e&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=1xO8Z1HZAUcEMlzjjGO0JVEVCXM%3D
7545208597295287565,7579457592863736590,Dyme💎,7176687023431730219,Sis teach me how to edittttt😭❤️‍🔥❤️‍🔥❤️‍🔥,2025-12-03 10:46:45,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f58a661f424f502e8d680a2cc7368969~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=ece47ebb&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=q9ZCgrmJjdAcogJJsCtw74qjniU%3D
7545208597295287565,7565653912441078559,Nija Jewél,6606029896731295750,how long did it take for you to get it?,2025-10-27 06:01:50,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/cdd510ffa3f9ccfafb89433f89e8ddaf~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=591cfc58&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=liCOTMOfHNBboB3go%2BbpbukenQw%3D
7545208597295287565,7579546476188943118,shxwdaaaa,7372019742019716139,I just got my wig and I’m highly impressed ❤,2025-12-03 16:32:45,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1dd752165ce3ce0e605cb9118d173028~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=ddf350bf&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=i11FEKvo%2FZ4SXp54m1sH0GdyHwE%3D
7545208597295287565,7578323520368526093,Theegirlkenn,7334425991811318830,Let me go get,2025-11-30 09:26:20,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/2103783df28ba5286ecce01adbb36a68~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=21a1352d&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=nLaiu%2FTuaDyXur4yMsu6hzlCpZw%3D
7545208597295287565,7564618050322842382,Andora 🌟💖🍰🍒,7148786587026605098,Girl what is the skkncare😍😍😍😍,2025-10-24 11:01:48,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d21edaf8af3ec94462b329f79cb58443~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=9f174808&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=cifK7bGM6448TRTmOPVJxi0JAfU%3D
7545208597295287565,7563478157488112397,Jo.XoXo,7528394446971847735,"Everything in this video so tea, natural hair ☕️, wig ☕️, install ☕️, fit ☕️, body ☕️, face ☕️, everything tea girl!",2025-10-21 09:18:24,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/24074d768d7ece9b5ae3485ec8847044~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=a0fc0ecf&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=63aTEQu4%2FjkNQC0VtZN10UeQC3g%3D
7545208597295287565,7546974779182498573,awwgirlits.lala,6547297798512607237,u so pretty 😍,2025-09-06 21:57:10,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cd43e29670532fe26f249cb795787300~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=6aa37db8&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=VkqvqDwyUYhErlJgiilLBzwsQs4%3D
7545208597295287565,7562751628400476959,allynii‼️,6834900196029039621,"You should lowkey try a no edges look next time, you pull it offff",2025-10-19 10:19:32,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/0b3dfd4b0a1fe83189a1a955e968f85a~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=844f67e8&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=yXcJ4ZZwNSAtZXDPySgWanZoKg8%3D
7545208597295287565,7562699172920869663,Dejashah 😉💙,6852788961598260230,How long was shipping?,2025-10-19 06:55:54,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7345040745876684846~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=1ebbbc08&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=Y%2FhEKAIRpWnjOLj36S8kd3ACvs4%3D
7545208597295287565,7562147395720610591,yahni__,305680463598145536,Yes so pretty,2025-10-17 19:15:09,0,0,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/b8fe4b941570b83cf81b9f5b3b2d94d0~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=718de930&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=U4AlB0T2wtsW0KRKfcPMpw5f1G0%3D
7545208597295287565,7579457592863736590,Dyme💎,7176687023431730219,Sis teach me how to edittttt😭❤️‍🔥❤️‍🔥❤️‍🔥,2025-12-03 10:46:45,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f58a661f424f502e8d680a2cc7368969~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=ece47ebb&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=q9ZCgrmJjdAcogJJsCtw74qjniU%3D
7545208597295287565,7562581796015457055,Jayda.ly,6783278350288454661,would you say it’s like a jet black color ? or just a natrual dark brown ?,2025-10-18 23:20:08,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/768478f8cdad9e68037d0fd2d4fc9a9f~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=c1d924ab&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=%2Fw9lZ20xEEp3e5icANO048A44A4%3D
7545208597295287565,7561834523601584927,Hazel DaDon🖤🏳️‍🌈,6937657456554460165,You look so good. I love this for you!🖤 and let’s just take a moment to give a special shout out to you. You explained what size you grabbed and I love that most content creators are selling a product and never tell us what size they picked what size they grabbed and I love this.✨,2025-10-16 23:00:35,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/7106a87b2fdde36342fcea6154e7ecb2~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=58708212&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=LoUESHvnuoEwvTbDYBMaRGDvCCQ%3D
7545208597295287565,7566996233777218317,Tyneesha J ˚.🎀༘⋆,7296688805431690282,Definitely gone have to shop,2025-10-30 20:50:30,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/2d4e642c0f1f104d950ea4f9b0e07a5f~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=c253ce18&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=POJpVf41SGSRf5YTIguWq0bf5qM%3D
7545208597295287565,7566714734205272846,Kyyyy 🤍 | wigs + lifestyle.,6804560410161071109, [photo],2025-10-30 02:38:24,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/2cf48cc4cf41b09c36b84544c9c4676d~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=5f0d5c83&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=8RI2PiN8K6KjAVCdomkNb5dJ1BA%3D
7545208597295287565,7565653912441078559,Nija Jewél,6606029896731295750,how long did it take for you to get it?,2025-10-27 06:01:50,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/cdd510ffa3f9ccfafb89433f89e8ddaf~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=591cfc58&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=liCOTMOfHNBboB3go%2BbpbukenQw%3D
7545208597295287565,7563314665963504398,Cheerockafellaa,6777921568842597382,Help me do this edit 😭,2025-10-20 22:44:11,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7bf91e7ff91adbc3d92fdad70dea1576~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=f90652ec&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=EHzuWeHzITIFo1d5fq99YSmlfgc%3D
7545208597295287565,7579546476188943118,shxwdaaaa,7372019742019716139,I just got my wig and I’m highly impressed ❤,2025-12-03 16:32:45,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1dd752165ce3ce0e605cb9118d173028~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=ddf350bf&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=i11FEKvo%2FZ4SXp54m1sH0GdyHwE%3D
7545208597295287565,7566677534474371895,AMBER | MUA 💄,6837572343968924677,Ouuu,2025-10-30 00:13:45,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b6e5fcfe85a96c6924a351a51bea6db0~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=1c9c85be&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=bUYSGo54k2FtwMnS2hUtYZ8GqLI%3D
7545208597295287565,7566667718918783758,Akisha Monique,6799465611796022277,So gorgeous,2025-10-29 23:36:00,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ef60f57d6e1d01ae69961fbbb504fc6a~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=0eaf2ed6&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=nMkLk%2FbcHVPsf%2FdOagDqjV9UoLs%3D
7545208597295287565,7578323520368526093,Theegirlkenn,7334425991811318830,Let me go get,2025-11-30 09:26:20,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/2103783df28ba5286ecce01adbb36a68~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=21a1352d&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=nLaiu%2FTuaDyXur4yMsu6hzlCpZw%3D
7545208597295287565,7563071572153697055,Penny | lifestyle| militarymom,7537440871739556877,The quality and density of the hair looks amazing,2025-10-20 07:01:01,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/90904b9487a57367c1d74d92e4d1619f~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=59887c4a&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=A8utFfYVIYx2O38ZD2l4HtMT3H4%3D
7545208597295287565,7562180577010631455,Savannah Coleman,6851441014730212357,hey babes is this 100% human hair??,2025-10-17 21:23:34,0,1,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/8f7c300efc3c68c6deb631df06088da9~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=aa1c13dc&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=e1zad2fJe4dYKrWQYMm3rGPPfus%3D
7545208597295287565,7560828825668420382,Denise Lee,6829562103013049349,This looks good,2025-10-14 05:57:38,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/519a0690810a11180726b45598521bd6~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=85706e53&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=UP8vomAaD5zQcFnXxUEk3TH8iLE%3D
